day,date,temperature_C,salinity_psu,light_Wm2,fraction_of_day,air_temp_C,wind_speed_ms,elevation_m,depth_m,bg_light_ext_1m,ice_cover
941,2014-07-30,26.5010,0.1057,265.4455,0.6598,26.5010,4.0000,0.0000,1.5171,0.6000,0.0000
942,2014-07-31,25.7930,0.1056,159.7781,0.6572,25.7930,4.0000,0.0000,1.5171,0.6000,0.0000
943,2014-08-01,25.0011,0.1061,210.1496,0.6546,25.0011,4.0000,0.0000,1.5171,0.6000,0.0000
944,2014-08-02,25.0402,0.1061,210.3223,0.6520,25.0402,4.0000,0.0000,1.5171,0.6000,0.0000
945,2014-08-03,25.4577,0.1058,265.2548,0.6493,25.4577,4.0000,0.0000,1.5171,0.6000,0.0000
946,2014-08-04,25.6281,0.1056,255.8550,0.6466,25.6281,4.0000,0.0000,1.5171,0.6000,0.0000
947,2014-08-05,25.8358,0.1058,179.6413,0.6439,25.8358,4.0000,0.0000,1.5171,0.6000,0.0000
948,2014-08-06,25.9630,0.1061,147.3720,0.6412,25.9630,4.0000,0.0000,1.5171,0.6000,0.0000
949,2014-08-07,25.5037,0.1059,215.6925,0.6384,25.5037,4.0000,0.0000,1.5171,0.6000,0.0000
950,2014-08-08,24.9123,0.1062,172.5556,0.6356,24.9123,4.0000,0.0000,1.5171,0.6000,0.0000
951,2014-08-09,24.3717,0.1076,205.1965,0.6327,24.3717,4.0000,0.0000,1.5171,0.6000,0.0000
952,2014-08-10,24.3618,0.1061,179.0514,0.6299,24.3618,4.0000,0.0000,1.5171,0.6000,0.0000
953,2014-08-11,24.3636,0.1053,162.9502,0.6270,24.3636,4.0000,0.0000,1.5171,0.6000,0.0000
954,2014-08-12,23.5602,0.1052,216.9695,0.6241,23.5602,4.0000,0.0000,1.5171,0.6000,0.0000
955,2014-08-13,22.6394,0.1051,228.1903,0.6212,22.6394,4.0000,0.0000,1.5171,0.6000,0.0000
956,2014-08-14,21.6515,0.1050,109.0223,0.6182,21.6515,4.0000,0.0000,1.5171,0.6000,0.0000
957,2014-08-15,20.7769,0.1091,166.7243,0.6153,20.7769,4.0000,0.0000,1.5171,0.6000,0.0000
958,2014-08-16,20.3871,0.1893,155.2606,0.6123,20.3871,4.0000,0.0000,1.5171,0.6000,0.0000
959,2014-08-17,19.5338,0.5068,173.4588,0.6093,19.5338,4.0000,0.0000,1.5171,0.6000,0.0000
960,2014-08-18,19.2176,0.1793,150.7062,0.6063,19.2176,4.0000,0.0000,1.5171,0.6000,0.0000
961,2014-08-19,18.4580,0.1202,160.0468,0.6033,18.4580,4.0000,0.0000,1.5171,0.6000,0.0000
962,2014-08-20,17.7408,0.1112,175.8185,0.6002,17.7408,4.0000,0.0000,1.5171,0.6000,0.0000
963,2014-08-21,16.8635,0.1266,139.0915,0.5972,16.8635,4.0000,0.0000,1.5171,0.6000,0.0000
964,2014-08-22,16.6979,0.5274,181.1449,0.5941,16.6979,4.0000,0.0000,1.5171,0.6000,0.0000
965,2014-08-23,17.2416,0.8499,188.6145,0.5910,17.2416,4.0000,0.0000,1.5171,0.6000,0.0000
966,2014-08-24,17.8324,2.3587,143.9524,0.5879,17.8324,4.0000,0.0000,1.5171,0.6000,0.0000
967,2014-08-25,17.7801,5.0925,174.6089,0.5848,17.7801,4.0000,0.0000,1.5171,0.6000,0.0000
968,2014-08-26,17.0352,5.2113,173.2666,0.5817,17.0352,4.0000,0.0000,1.5171,0.6000,0.0000
969,2014-08-27,16.8026,5.9288,147.2973,0.5785,16.8026,4.0000,0.0000,1.5171,0.6000,0.0000
970,2014-08-28,17.0367,6.5147,189.2164,0.5754,17.0367,4.0000,0.0000,1.5171,0.6000,0.0000
971,2014-08-29,17.1470,5.8756,200.2851,0.5723,17.1470,4.0000,0.0000,1.5171,0.6000,0.0000
972,2014-08-30,17.1176,4.7149,93.9409,0.5691,17.1176,4.0000,0.0000,1.5171,0.6000,0.0000
973,2014-08-31,17.1419,3.7176,156.0396,0.5659,17.1419,4.0000,0.0000,1.5171,0.6000,0.0000
974,2014-09-01,16.8755,2.8914,157.1383,0.5628,16.8755,4.0000,0.0000,1.5171,0.6000,0.0000
975,2014-09-02,16.8487,2.3646,156.1731,0.5596,16.8487,4.0000,0.0000,1.5171,0.6000,0.0000
976,2014-09-03,16.7158,1.6752,133.6684,0.5564,16.7158,4.0000,0.0000,1.5171,0.6000,0.0000
977,2014-09-04,16.6495,1.2266,163.2951,0.5532,16.6495,4.0000,0.0000,1.5171,0.6000,0.0000
978,2014-09-05,16.7966,0.9288,204.7865,0.5500,16.7966,4.0000,0.0000,1.5171,0.6000,0.0000
979,2014-09-06,17.1687,0.8281,194.7912,0.5468,17.1687,4.0000,0.0000,1.5171,0.6000,0.0000
980,2014-09-07,17.5970,0.8143,185.5474,0.5436,17.5970,4.0000,0.0000,1.5171,0.6000,0.0000
981,2014-09-08,17.8337,0.6884,150.4982,0.5404,17.8337,4.0000,0.0000,1.5171,0.6000,0.0000
982,2014-09-09,18.3075,0.6607,131.0268,0.5372,18.3075,4.0000,0.0000,1.5171,0.6000,0.0000
983,2014-09-10,18.1566,0.5774,126.6757,0.5339,18.1566,4.0000,0.0000,1.5171,0.6000,0.0000
984,2014-09-11,18.2514,0.6452,168.5205,0.5307,18.2514,4.0000,0.0000,1.5171,0.6000,0.0000
985,2014-09-12,18.4865,0.5838,69.6974,0.5275,18.4865,4.0000,0.0000,1.5171,0.6000,0.0000
986,2014-09-13,18.7959,0.5631,156.2292,0.5243,18.7959,4.0000,0.0000,1.5171,0.6000,0.0000
987,2014-09-14,18.8736,0.4622,159.4723,0.5210,18.8736,4.0000,0.0000,1.5171,0.6000,0.0000
988,2014-09-15,18.0876,0.3651,179.6350,0.5178,18.0876,4.0000,0.0000,1.5171,0.6000,0.0000
989,2014-09-16,17.2275,0.3074,133.3947,0.5146,17.2275,4.0000,0.0000,1.5171,0.6000,0.0000
990,2014-09-17,16.8096,0.2774,169.9819,0.5113,16.8096,4.0000,0.0000,1.5171,0.6000,0.0000
991,2014-09-18,16.8248,0.2583,169.2757,0.5081,16.8248,4.0000,0.0000,1.5171,0.6000,0.0000
992,2014-09-19,16.6446,0.2396,133.4900,0.5049,16.6446,4.0000,0.0000,1.5171,0.6000,0.0000
993,2014-09-20,16.5286,0.2355,157.3561,0.5016,16.5286,4.0000,0.0000,1.5171,0.6000,0.0000
994,2014-09-21,16.5711,0.2321,138.5882,0.4984,16.5711,4.0000,0.0000,1.5171,0.6000,0.0000
995,2014-09-22,16.6428,0.2401,94.3257,0.4951,16.6428,4.0000,0.0000,1.5171,0.6000,0.0000
996,2014-09-23,15.1093,2.6407,127.6681,0.4919,15.1093,4.0000,0.0000,1.5171,0.6000,0.0000
997,2014-09-24,13.6194,3.3533,93.0158,0.4887,13.6194,4.0000,0.0000,1.5171,0.6000,0.0000
998,2014-09-25,13.4280,0.7503,82.6536,0.4854,13.4280,4.0000,0.0000,1.5171,0.6000,0.0000
999,2014-09-26,13.2968,0.4880,103.5265,0.4822,13.2968,4.0000,0.0000,1.5171,0.6000,0.0000
1000,2014-09-27,13.4556,0.4623,110.6667,0.4790,13.4556,4.0000,0.0000,1.5171,0.6000,0.0000
1001,2014-09-28,13.4965,0.5928,88.2325,0.4757,13.4965,4.0000,0.0000,1.5171,0.6000,0.0000
1002,2014-09-29,13.9716,0.5012,94.3111,0.4725,13.9716,4.0000,0.0000,1.5171,0.6000,0.0000
1003,2014-09-30,14.2844,0.5877,93.7460,0.4693,14.2844,4.0000,0.0000,1.5171,0.6000,0.0000
1004,2014-10-01,13.8694,0.6523,120.6979,0.4661,13.8694,4.0000,0.0000,1.5171,0.6000,0.0000
1005,2014-10-02,13.2267,0.4254,130.2851,0.4628,13.2267,4.0000,0.0000,1.5171,0.6000,0.0000
1006,2014-10-03,13.1337,0.3381,107.9035,0.4596,13.1337,4.0000,0.0000,1.5171,0.6000,0.0000
1007,2014-10-04,13.0846,0.3067,103.7735,0.4564,13.0846,4.0000,0.0000,1.5171,0.6000,0.0000
1008,2014-10-05,12.9840,0.2791,103.8057,0.4532,12.9840,4.0000,0.0000,1.5171,0.6000,0.0000
1009,2014-10-06,11.9142,0.2361,93.1748,0.4500,11.9142,4.0000,0.0000,1.5171,0.6000,0.0000
1010,2014-10-07,11.2583,0.1667,91.6259,0.4468,11.2583,4.0000,0.0000,1.5171,0.6000,0.0000
1011,2014-10-08,11.4367,0.1451,50.2517,0.4436,11.4367,4.0000,0.0000,1.5171,0.6000,0.0000
1012,2014-10-09,11.8259,0.1441,32.4748,0.4404,11.8259,4.0000,0.0000,1.5171,0.6000,0.0000
1013,2014-10-10,12.2214,0.1489,45.3384,0.4372,12.2214,4.0000,0.0000,1.5171,0.6000,0.0000
1014,2014-10-11,12.3755,0.1573,30.5065,0.4341,12.3755,4.0000,0.0000,1.5171,0.6000,0.0000
1015,2014-10-12,12.4172,0.2641,38.8155,0.4309,12.4172,4.0000,0.0000,1.5171,0.6000,0.0000
1016,2014-10-13,12.5126,0.3570,47.3879,0.4277,12.5126,4.0000,0.0000,1.5171,0.6000,0.0000
1017,2014-10-14,12.4457,0.3060,25.1917,0.4246,12.4457,4.0000,0.0000,1.5171,0.6000,0.0000
1018,2014-10-15,12.2940,1.2745,29.9186,0.4215,12.2940,4.0000,0.0000,1.5171,0.6000,0.0000
1019,2014-10-16,12.0671,0.9849,46.5327,0.4183,12.0671,4.0000,0.0000,1.5171,0.6000,0.0000
1020,2014-10-17,11.3520,0.4884,36.9747,0.4152,11.3520,4.0000,0.0000,1.5171,0.6000,0.0000
1021,2014-10-18,10.2805,0.2847,79.6748,0.4121,10.2805,4.0000,0.0000,1.5171,0.6000,0.0000
1022,2014-10-19,10.2143,0.1545,33.4445,0.4090,10.2143,4.0000,0.0000,1.5171,0.6000,0.0000
1023,2014-10-20,10.9832,0.1552,38.6481,0.4059,10.9832,4.0000,0.0000,1.5171,0.6000,0.0000
1024,2014-10-21,10.9471,0.2876,40.7770,0.4028,10.9471,4.0000,0.0000,1.5171,0.6000,0.0000
1025,2014-10-22,10.0570,0.1895,27.7858,0.3998,10.0570,4.0000,0.0000,1.5171,0.6000,0.0000
1026,2014-10-23,7.7572,0.1456,36.3523,0.3967,7.7572,4.0000,0.0000,1.5171,0.6000,0.0000
1027,2014-10-24,6.0122,0.1232,86.0290,0.3937,6.0122,4.0000,0.0000,1.5171,0.6000,0.0000
1028,2014-10-25,5.0474,0.1195,71.4295,0.3907,5.0474,4.0000,0.0000,1.5171,0.6000,0.0000
1029,2014-10-26,4.9552,0.1195,26.0527,0.3877,4.9552,4.0000,0.0000,1.5171,0.6000,0.0000
1030,2014-10-27,5.8796,0.1208,45.8821,0.3847,5.8796,4.0000,0.0000,1.5171,0.6000,0.0000
1031,2014-10-28,6.7433,0.1221,74.7793,0.3818,6.7433,4.0000,0.0000,1.5171,0.6000,0.0000
1032,2014-10-29,6.3903,0.1215,77.6480,0.3788,6.3903,4.0000,0.0000,1.5171,0.6000,0.0000
1033,2014-10-30,6.3278,0.2992,36.1708,0.3759,6.3278,4.0000,0.0000,1.5171,0.6000,0.0000
1034,2014-10-31,7.7567,3.0586,53.1081,0.3730,7.7567,4.0000,0.0000,1.5171,0.6000,0.0000
1035,2014-11-01,8.4016,4.6547,25.9275,0.3701,8.4016,4.0000,0.0000,1.5171,0.6000,0.0000
1036,2014-11-02,7.0924,2.0413,53.8087,0.3673,7.0924,4.0000,0.0000,1.5171,0.6000,0.0000
1037,2014-11-03,6.6636,0.6056,44.6675,0.3644,6.6636,4.0000,0.0000,1.5171,0.6000,0.0000
1038,2014-11-04,6.9822,0.3153,59.1661,0.3616,6.9822,4.0000,0.0000,1.5171,0.6000,0.0000
1039,2014-11-05,7.3579,0.4016,54.5004,0.3588,7.3579,4.0000,0.0000,1.5171,0.6000,0.0000
1040,2014-11-06,8.1027,2.2411,33.1251,0.3561,8.1027,4.0000,0.0000,1.5171,0.6000,0.0000
1041,2014-11-07,8.6421,4.0766,8.4195,0.3534,8.6421,4.0000,0.0000,1.5171,0.6000,0.0000
1042,2014-11-08,8.2260,3.6990,33.1955,0.3507,8.2260,4.0000,0.0000,1.5171,0.6000,0.0000
1043,2014-11-09,7.6053,1.7596,32.2301,0.3480,7.6053,4.0000,0.0000,1.5171,0.6000,0.0000
1044,2014-11-10,7.2840,0.6966,13.8825,0.3454,7.2840,4.0000,0.0000,1.5171,0.6000,0.0000
1045,2014-11-11,7.4738,0.4254,21.9872,0.3428,7.4738,4.0000,0.0000,1.5171,0.6000,0.0000
1046,2014-11-12,7.5880,0.4112,26.4660,0.3402,7.5880,4.0000,0.0000,1.5171,0.6000,0.0000
1047,2014-11-13,6.9996,0.3216,18.5830,0.3377,6.9996,4.0000,0.0000,1.5171,0.6000,0.0000
1048,2014-11-14,6.5459,0.2769,11.4802,0.3352,6.5459,4.0000,0.0000,1.5171,0.6000,0.0000
1049,2014-11-15,6.1168,0.1855,15.5900,0.3328,6.1168,4.0000,0.0000,1.5171,0.6000,0.0000
1050,2014-11-16,5.5320,0.1388,15.2899,0.3304,5.5320,4.0000,0.0000,1.5171,0.6000,0.0000
1051,2014-11-17,5.2060,0.1260,16.0087,0.3280,5.2060,4.0000,0.0000,1.5171,0.6000,0.0000
1052,2014-11-18,4.6359,0.1220,28.8841,0.3257,4.6359,4.0000,0.0000,1.5171,0.6000,0.0000
1053,2014-11-19,3.2585,0.1228,16.6163,0.3235,3.2585,4.0000,0.0000,1.5171,0.6000,0.0000
1054,2014-11-20,2.4524,0.1264,17.4712,0.3212,2.4524,4.0000,0.0000,1.5171,0.6000,0.0000
1055,2014-11-21,2.1654,0.1261,15.1746,0.3191,2.1654,4.0000,0.0000,1.5171,0.6000,0.0000
1056,2014-11-22,2.2890,0.1239,21.4095,0.3170,2.2890,4.0000,0.0000,1.5171,0.6000,0.0000
1057,2014-11-23,2.3591,0.1218,18.8152,0.3149,2.3591,4.0000,0.0000,1.5171,0.6000,0.0000
1058,2014-11-24,2.4840,0.1162,27.2538,0.3129,2.4840,4.0000,0.0000,1.5171,0.6000,0.0000
1059,2014-11-25,2.3424,0.1138,10.4812,0.3109,2.3424,4.0000,0.0000,1.5171,0.6000,0.0000
1060,2014-11-26,2.3260,0.1147,8.3939,0.3090,2.3260,4.0000,0.0000,1.5171,0.6000,0.0000
1061,2014-11-27,1.9208,0.1145,17.4868,0.3072,1.9208,4.0000,0.0000,1.5171,0.6000,0.0000
1062,2014-11-28,0.7163,0.1128,24.5669,0.3054,0.7163,4.0000,0.0000,1.5171,0.6000,0.0000
1063,2014-11-29,0.0147,0.1118,34.1388,0.3037,0.0147,4.0000,0.0000,1.5171,0.6000,0.0000
1064,2014-11-30,-0.0064,0.1117,28.4955,0.3020,-0.0064,4.0000,0.0000,1.5171,0.6000,0.0000
1065,2014-12-01,-0.0021,0.1112,23.1417,0.3004,-0.0021,4.0000,0.0000,1.5171,0.6000,0.0000
1066,2014-12-02,0.0367,0.1112,31.5936,0.2989,0.0367,4.0000,0.0000,1.5171,0.6000,0.0000
1067,2014-12-03,0.1060,0.1115,24.6624,0.2975,0.1060,4.0000,0.0000,1.5171,0.6000,0.0000
1068,2014-12-04,0.1488,0.1117,12.7839,0.2961,0.1488,4.0000,0.0000,1.5171,0.6000,0.0000
1069,2014-12-05,0.1677,0.1118,10.5789,0.2948,0.1677,4.0000,0.0000,1.5171,0.6000,0.0000
1070,2014-12-06,0.1787,0.1117,9.0500,0.2935,0.1787,4.0000,0.0000,1.5171,0.6000,0.0000
1071,2014-12-07,0.1972,0.1118,16.8773,0.2924,0.1972,4.0000,0.0000,1.5171,0.6000,0.0000
1072,2014-12-08,0.1864,0.1114,7.4581,0.2913,0.1864,4.0000,0.0000,1.5171,0.6000,0.0000
1073,2014-12-09,0.1914,0.1116,20.4125,0.2903,0.1914,4.0000,0.0000,1.5171,0.6000,0.0000
1074,2014-12-10,0.2188,0.1115,13.3526,0.2894,0.2188,4.0000,0.0000,1.5171,0.6000,0.0000
1075,2014-12-11,0.2323,0.1111,9.9580,0.2885,0.2323,4.0000,0.0000,1.5171,0.6000,0.0000
1076,2014-12-12,0.3325,0.1115,18.0060,0.2877,0.3325,4.0000,0.0000,1.5171,0.6000,0.0000
1077,2014-12-13,0.7408,0.1256,16.9547,0.2870,0.7408,4.0000,0.0000,1.5171,0.6000,0.0000
1078,2014-12-14,1.0423,0.4609,19.3622,0.2864,1.0423,4.0000,0.0000,1.5171,0.6000,0.0000
1079,2014-12-15,0.9765,0.6143,8.0054,0.2859,0.9765,4.0000,0.0000,1.5171,0.6000,0.0000
1080,2014-12-16,1.0128,0.4663,11.8293,0.2855,1.0128,4.0000,0.0000,1.5171,0.6000,0.0000
1081,2014-12-17,1.2020,0.3814,10.1022,0.2851,1.2020,4.0000,0.0000,1.5171,0.6000,0.0000
1082,2014-12-18,1.4474,0.9673,6.6481,0.2848,1.4474,4.0000,0.0000,1.5171,0.6000,0.0000
1083,2014-12-19,2.0615,1.3798,10.0155,0.2846,2.0615,4.0000,0.0000,1.5171,0.6000,0.0000
1084,2014-12-20,2.4822,1.5875,11.3398,0.2845,2.4822,4.0000,0.0000,1.5171,0.6000,0.0000
1085,2014-12-21,2.6076,3.1036,21.9891,0.2845,2.6076,4.0000,0.0000,1.5171,0.6000,0.0000
1086,2014-12-22,2.8358,4.3779,3.6973,0.2846,2.8358,4.0000,0.0000,1.5171,0.6000,0.0000
1087,2014-12-23,3.0989,5.0236,14.8767,0.2847,3.0989,4.0000,0.0000,1.5171,0.6000,0.0000
1088,2014-12-24,2.8427,4.5132,9.9012,0.2850,2.8427,4.0000,0.0000,1.5171,0.6000,0.0000
1089,2014-12-25,2.3630,4.4778,25.7422,0.2853,2.3630,4.0000,0.0000,1.5171,0.6000,0.0000
1090,2014-12-26,1.6571,2.9376,25.3817,0.2857,1.6571,4.0000,0.0000,1.5171,0.6000,0.0000
1091,2014-12-27,1.2726,1.5228,17.5179,0.2862,1.2726,4.0000,0.0000,1.5171,0.6000,0.0000
1092,2014-12-28,1.0319,1.1449,21.9578,0.2867,1.0319,4.0000,0.0000,1.5171,0.6000,0.0000
1093,2014-12-29,0.8964,1.0216,23.0209,0.2874,0.8964,4.0000,0.0000,1.5171,0.6000,0.0000
1094,2014-12-30,0.8341,0.6378,13.6382,0.2881,0.8341,4.0000,0.0000,1.5171,0.6000,0.0000
1095,2014-12-31,0.7719,0.4545,8.5880,0.2889,0.7719,4.0000,0.0000,1.5171,0.6000,0.0000
1096,2015-01-01,0.7268,0.4483,10.7420,0.2898,0.7268,4.0000,0.0000,1.5171,0.6000,0.0000
1097,2015-01-02,0.7064,0.4059,3.0308,0.2908,0.7064,4.0000,0.0000,1.5171,0.6000,0.0000
1098,2015-01-03,0.6718,0.5367,24.1323,0.2918,0.6718,4.0000,0.0000,1.5171,0.6000,0.0000
1099,2015-01-04,0.7135,1.1263,20.2102,0.2930,0.7135,4.0000,0.0000,1.5171,0.6000,0.0000
1100,2015-01-05,0.8155,2.4392,26.7318,0.2942,0.8155,4.0000,0.0000,1.5171,0.6000,0.0000
1101,2015-01-06,0.2196,0.9795,31.3470,0.2954,0.2196,4.0000,0.0000,1.5171,0.6000,0.0000
1102,2015-01-07,-0.0046,0.2945,14.6478,0.2968,-0.0046,4.0000,0.0000,1.5171,0.6000,0.0000
1103,2015-01-08,0.0084,0.2144,5.6517,0.2982,0.0084,4.0000,0.0000,1.5171,0.6000,0.0000
1104,2015-01-09,0.2121,0.2176,18.7910,0.2997,0.2121,4.0000,0.0000,1.5171,0.6000,0.0000
1105,2015-01-10,0.3050,0.2801,8.2286,0.3012,0.3050,4.0000,0.0000,1.5171,0.6000,0.0000
1106,2015-01-11,0.9800,2.2437,20.9038,0.3029,0.9800,4.0000,0.0000,1.5171,0.6000,0.0000
1107,2015-01-12,1.1527,4.0148,15.0053,0.3045,1.1527,4.0000,0.0000,1.5171,0.6000,0.0000
1108,2015-01-13,1.3385,2.0758,23.7917,0.3063,1.3385,4.0000,0.0000,1.5171,0.6000,0.0000
1109,2015-01-14,1.5058,1.1873,14.6123,0.3081,1.5058,4.0000,0.0000,1.5171,0.6000,0.0000
1110,2015-01-15,1.3823,0.8343,30.0152,0.3100,1.3823,4.0000,0.0000,1.5171,0.6000,0.0000
1111,2015-01-16,1.2856,0.6210,16.4708,0.3119,1.2856,4.0000,0.0000,1.5171,0.6000,0.0000
1112,2015-01-17,1.2250,0.5145,5.5252,0.3139,1.2250,4.0000,0.0000,1.5171,0.6000,0.0000
1113,2015-01-18,1.1843,0.4243,32.6562,0.3159,1.1843,4.0000,0.0000,1.5171,0.6000,0.0000
1114,2015-01-19,0.9779,0.3788,22.4715,0.3180,0.9779,4.0000,0.0000,1.5171,0.6000,0.0000
1115,2015-01-20,0.6926,0.3691,24.4421,0.3202,0.6926,4.0000,0.0000,1.5171,0.6000,0.0000
1116,2015-01-21,0.4560,0.3335,15.8865,0.3223,0.4560,4.0000,0.0000,1.5171,0.6000,0.0000
1117,2015-01-22,0.4164,0.2879,20.6127,0.3246,0.4164,4.0000,0.0000,1.5171,0.6000,0.0000
1118,2015-01-23,0.3939,0.2479,20.3925,0.3269,0.3939,4.0000,0.0000,1.5171,0.6000,0.0000
1119,2015-01-24,0.2678,0.2078,31.6031,0.3292,0.2678,4.0000,0.0000,1.5171,0.6000,0.0000
1120,2015-01-25,0.1125,0.1654,19.4254,0.3316,0.1125,4.0000,0.0000,1.5171,0.6000,0.0000
1121,2015-01-26,0.0569,0.1531,27.3006,0.3340,0.0569,4.0000,0.0000,1.5171,0.6000,0.0000
1122,2015-01-27,0.0306,0.1422,31.0872,0.3365,0.0306,4.0000,0.0000,1.5171,0.6000,0.0000
1123,2015-01-28,0.0420,0.1423,19.8841,0.3390,0.0420,4.0000,0.0000,1.5171,0.6000,0.0000
1124,2015-01-29,0.1123,0.1370,30.1293,0.3415,0.1123,4.0000,0.0000,1.5171,0.6000,0.0000
1125,2015-01-30,0.1103,0.1373,47.6664,0.3441,0.1103,4.0000,0.0000,1.5171,0.6000,0.0000
1126,2015-01-31,0.1844,0.1399,10.7674,0.3467,0.1844,4.0000,0.0000,1.5171,0.6000,0.0000
1127,2015-02-01,0.1294,0.1803,20.3032,0.3494,0.1294,4.0000,0.0000,1.5171,0.6000,0.0000
1128,2015-02-02,0.0424,0.2226,34.2323,0.3520,0.0424,4.0000,0.0000,1.5171,0.6000,0.0000
1129,2015-02-03,0.0555,0.3702,38.1018,0.3547,0.0555,4.0000,0.0000,1.5171,0.6000,0.0000
1130,2015-02-04,0.1105,0.5389,55.5794,0.3575,0.1105,4.0000,0.0000,1.5171,0.6000,0.0000
1131,2015-02-05,0.1838,0.4220,36.1517,0.3602,0.1838,4.0000,0.0000,1.5171,0.6000,0.0000
1132,2015-02-06,0.2173,0.2725,33.9040,0.3630,0.2173,4.0000,0.0000,1.5171,0.6000,0.0000
1133,2015-02-07,0.2554,0.2302,19.4095,0.3658,0.2554,4.0000,0.0000,1.5171,0.6000,0.0000
1134,2015-02-08,0.2952,0.4758,58.4288,0.3687,0.2952,4.0000,0.0000,1.5171,0.6000,0.0000
1135,2015-02-09,0.2860,0.7287,38.3735,0.3716,0.2860,4.0000,0.0000,1.5171,0.6000,0.0000
1136,2015-02-10,0.3258,0.3610,65.6263,0.3744,0.3258,4.0000,0.0000,1.5171,0.6000,0.0000
1137,2015-02-11,0.4130,0.2171,71.1816,0.3774,0.4130,4.0000,0.0000,1.5171,0.6000,0.0000
1138,2015-02-12,0.4924,0.1609,27.6031,0.3803,0.4924,4.0000,0.0000,1.5171,0.6000,0.0000
1139,2015-02-13,0.4942,0.1482,33.2433,0.3832,0.4942,4.0000,0.0000,1.5171,0.6000,0.0000
1140,2015-02-14,0.4887,0.1454,64.5531,0.3862,0.4887,4.0000,0.0000,1.5171,0.6000,0.0000
1141,2015-02-15,0.4544,0.1437,37.6096,0.3892,0.4544,4.0000,0.0000,1.5171,0.6000,0.0000
1142,2015-02-16,0.2141,0.1321,87.4511,0.3922,0.2141,4.0000,0.0000,1.5171,0.6000,0.0000
1143,2015-02-17,0.1716,0.1254,89.4735,0.3952,0.1716,4.0000,0.0000,1.5171,0.6000,0.0000
1144,2015-02-18,0.2704,0.1247,37.0873,0.3983,0.2704,4.0000,0.0000,1.5171,0.6000,0.0000
1145,2015-02-19,0.3061,0.1296,21.5169,0.4013,0.3061,4.0000,0.0000,1.5171,0.6000,0.0000
1146,2015-02-20,0.3985,0.1263,71.9217,0.4044,0.3985,4.0000,0.0000,1.5171,0.6000,0.0000
1147,2015-02-21,0.5626,0.1256,79.9767,0.4075,0.5626,4.0000,0.0000,1.5171,0.6000,0.0000
1148,2015-02-22,0.6835,0.1258,54.0116,0.4106,0.6835,4.0000,0.0000,1.5171,0.6000,0.0000
1149,2015-02-23,0.7451,0.1243,64.0171,0.4137,0.7451,4.0000,0.0000,1.5171,0.6000,0.0000
1150,2015-02-24,0.8426,0.1232,34.6011,0.4168,0.8426,4.0000,0.0000,1.5171,0.6000,0.0000
1151,2015-02-25,0.9637,0.1226,83.3062,0.4199,0.9637,4.0000,0.0000,1.5171,0.6000,0.0000
1152,2015-02-26,1.1282,0.1224,79.0597,0.4230,1.1282,4.0000,0.0000,1.5171,0.6000,0.0000
1153,2015-02-27,1.1772,0.1208,42.3636,0.4262,1.1772,4.0000,0.0000,1.5171,0.6000,0.0000
1154,2015-02-28,1.2833,0.1196,55.9100,0.4293,1.2833,4.0000,0.0000,1.5171,0.6000,0.0000
1155,2015-03-01,1.4177,0.1180,75.3290,0.4325,1.4177,4.0000,0.0000,1.5171,0.6000,0.0000
1156,2015-03-02,1.8429,0.1153,55.6153,0.4357,1.8429,4.0000,0.0000,1.5171,0.6000,0.0000
1157,2015-03-03,1.9746,0.1185,37.9172,0.4388,1.9746,4.0000,0.0000,1.5171,0.6000,0.0000
1158,2015-03-04,1.8172,0.1239,38.3285,0.4420,1.8172,4.0000,0.0000,1.5171,0.6000,0.0000
1159,2015-03-05,1.7944,0.1272,100.3230,0.4452,1.7944,4.0000,0.0000,1.5171,0.6000,0.0000
1160,2015-03-06,1.9341,0.1193,50.7633,0.4484,1.9341,4.0000,0.0000,1.5171,0.6000,0.0000
1161,2015-03-07,2.2224,0.1162,44.3465,0.4516,2.2224,4.0000,0.0000,1.5171,0.6000,0.0000
1162,2015-03-08,2.8782,0.1154,115.7477,0.4548,2.8782,4.0000,0.0000,1.5171,0.6000,0.0000
1163,2015-03-09,3.3294,0.1161,57.7231,0.4580,3.3294,4.0000,0.0000,1.5171,0.6000,0.0000
1164,2015-03-10,3.4597,0.1166,81.0790,0.4612,3.4597,4.0000,0.0000,1.5171,0.6000,0.0000
1165,2015-03-11,3.8048,0.1171,75.6410,0.4644,3.8048,4.0000,0.0000,1.5171,0.6000,0.0000
1166,2015-03-12,4.1036,0.1316,124.8252,0.4677,4.1036,4.0000,0.0000,1.5171,0.6000,0.0000
1167,2015-03-13,3.9776,0.1251,130.1514,0.4709,3.9776,4.0000,0.0000,1.5171,0.6000,0.0000
1168,2015-03-14,4.3183,0.1173,116.8018,0.4741,4.3183,4.0000,0.0000,1.5171,0.6000,0.0000
1169,2015-03-15,4.4532,0.1146,98.5803,0.4773,4.4532,4.0000,0.0000,1.5171,0.6000,0.0000
1170,2015-03-16,4.7321,0.1139,140.6245,0.4806,4.7321,4.0000,0.0000,1.5171,0.6000,0.0000
1171,2015-03-17,4.8704,0.1142,153.8298,0.4838,4.8704,4.0000,0.0000,1.5171,0.6000,0.0000
1172,2015-03-18,5.1022,0.1142,158.5220,0.4870,5.1022,4.0000,0.0000,1.5171,0.6000,0.0000
